id,value,Author,Skill Statement,parent_id,Keywords,Standards,Certifications,Occupation Major Groups,Occupation Minor Groups,Broad Occupations,Detailed Occupations,O*Net Job Codes,Employers,Alignment Name,Alignment URL,Alignment Framework
https://osmt.wgu.edu/api/skills/2c0f10a9-70bd-48ea-b4aa-b33b0cfc24ee,Solution Information Evaluation,Western Governors University,Evaluate information and results to choose the best solution and solve problems.,Problem Solving,GeneralEducation2019; Problem Solving; Troubleshooting (Problem Solving); WGUSID: 3130,InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.PLF.5b; ISTE.Coach.PLF.5cAAQEP_1d; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ISTE.Coach.PLF.5c; ATD.Org.ODC; ISTE.Coach.DDM.6c; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_3q; InTASC_6o; InTASC_6s; ISTE.Coach.CA.1e; ISTE.Coach.C.3c,,25-0000; 33-0000,25-4000; 25-9000; 33-1000; 33-3000,25-4020; 25-9030; 33-1010; 33-3020; 33-3050,25-4022; 25-9031,,,Problem Solving,https://skills.emsidata.com/skills/KS125F678LV2KB3Z5XW0,
https://osmt.wgu.edu/api/skills/ae7a19fb-693a-43a6-8966-288c01f6caf8,Project Management Strategy Selection,Western Governors University,Select the appropriate project management strategy for instructional design.,Program Development,Instructional Design; Program Development; Educational Program Development; project management strategy; WGUSID: 6224,InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.PLF.5a; InTASC_3q; InTASC_6o; InTASC_6s; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_EdLeaders_1c; ISTE.Coach.PLF.5bISTE_Educators_1b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Program Development,https://skills.emsidata.com/skills/ESFC43DCA3801E591CD5,
https://osmt.wgu.edu/api/skills/dba8f1d8-d5a0-495b-95bd-53f0718a6770,Educational Program Evaluation,Western Governors University,Evaluate instructional or educational programs.,Program Evaluation,Program Evaluation; Educational Program Analysis; Program Planning; Educational Program Evaluation; WGUSID: 3132,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.PLF.5b; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ISTE.Coach.PLF.5c; ATD.Prof.LS; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_3q; InTASC_6o; InTASC_6s; ISTE.Coach.PLF.5cAAQEP_3d,,11-0000; 25-0000,11-9000; 25-4000; 25-9000,11-9030; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Program Evaluation,https://skills.emsidata.com/skills/KS1283T76NBCX550G0KK,
https://osmt.wgu.edu/api/skills/87c88ce2-1c52-40e1-96de-651e3241372c,Program Evaluation Strategy Creation,Western Governors University,Create a program evaluation strategy and supporting materials.,Program Evaluation,Program Evaluation; Educational Program Analysis; Program Planning; Educational Program Evaluation; WGUSID: 1472,InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.PLF.5a; InTASC_3q; InTASC_6o; InTASC_6s; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_4a; ATD.Pers.C; ISTE.Coach.PLF.5cAAQEP_3d,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Program Evaluation,https://skills.emsidata.com/skills/KS1283T76NBCX550G0KK,
https://osmt.wgu.edu/api/skills/6028fbdc-84e4-4f56-afd0-77fad897a0b3,Program Material Analysis,Western Governors University,Analyze existing program materials and artifacts for efficacy.,Program Evaluation,Program Evaluation; Educational Program Analysis; Program Planning; Educational Program Evaluation; WGUSID: 255,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Prof.LS; ATD.Pers.PM; ATD.Prof.KM; InTASC_3q; InTASC_6o; InTASC_6s; ISTE.Coach.LD.4c; ISTE.Coach.C.3b; ISTE.Coach.C.3c; ISTE.Coach.PLF.5bAAQEP_3d,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Program Evaluation,https://skills.emsidata.com/skills/KS1283T76NBCX550G0KK,
https://osmt.wgu.edu/api/skills/fe8c7616-3dee-4a29-8c41-caf0f96f1e17,Educational Program Quality Analysis,Western Governors University,Analyze the quality of educational programs in all phases of instruction.,Program Evaluation,Program Evaluation; Educational Program Analysis; Program Planning; Educational Program Evaluation; WGUSID: 349,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Prof.LS; ATD.Pers.CL; ATD.Pers.PM; ATD.Prof.KM; ISTE.Coach.PLF.5a; InTASC_3q; InTASC_6o; InTASC_6s; ISTE.Coach.C.3c; ISTE.Coach.PLF.5aAAQEP_3d,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Program Evaluation,https://skills.emsidata.com/skills/KS1283T76NBCX550G0KK,
https://osmt.wgu.edu/api/skills/ccda67fc-52ef-4407-8a53-9156533d830b,Conduct Program Needs Assessment,Western Governors University,Conduct a program needs assessment.,Program Management,Program Management; Educational Program Management; Needs assessment; WGUSID: 1176,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Org.ODC; ATD.Prof.LS; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ISTE.Coach.PLF.5a; InTASC_3q; InTASC_6o; InTASC_6s; AAQEP_3d; ISTE_EdLeaders_2a; ATD.Pers.C; ISTE.Coach.PLF.5aAAQEP_1d,,25-0000; 33-0000,25-4000; 25-9000; 33-3000,25-4020; 25-9030; 25-9090; 33-3020,25-4022; 25-9031,,,Program Management,https://skills.emsidata.com/skills/KS1283V6XDFZSK6YP0HF,
https://osmt.wgu.edu/api/skills/50a627a7-b16c-4c94-8e60-014602f4c3f8,Educational Projects Management,Western Governors University,Manage projects related to educational initiatives.,Project Management,initiatives; Education; Project Management; projects; WGUSID: 5296,InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; InTASC_3q; InTASC_6o; InTASC_6s; ISTE.Coach.CA.1e; ISTE.Coach.C.3c; ISTE.Coach.CL.2cISTE_EdLeaders_2c,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Project Management,https://skills.emsidata.com/skills/KS1267F6MSPN366LX7ST,
https://osmt.wgu.edu/api/skills/53d70073-7e4a-441d-9744-f77cc9285bb0,Perform Project Reviews and Analysis,Western Governors University,Perform quality reviews and performance analysis of the project.,Project Management,Project Management; quality reviews; performance analysis; WGUSID: 5429,InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; InTASC_3q; InTASC_6o; InTASC_6s; ISTE_EdLeaders_4a; ATD.Prof.TDFISTE_EdLeaders_3a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Project Management,https://skills.emsidata.com/skills/KS1267F6MSPN366LX7ST,
https://osmt.wgu.edu/api/skills/aa8c247d-156b-487a-9061-34b333284317,Project Requirements Identification,Western Governors University,Identify a project's requirements.,Project Scoping,Project Scoping; WGUSID: 3611,InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; InTASC_3q; InTASC_6o; InTASC_6s; ATD.Prof.TDFISTE_EdLeaders_3d,,15-0000; 25-0000,15-1200; 25-4000; 25-9000,15-1210; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Project Scoping,https://skills.emsidata.com/skills/ES832D5A4A82C0C5C93D,
https://osmt.wgu.edu/api/skills/faab4e13-5f34-4227-b2b0-e5028c8e2e4f,Construct Error-Free Verification Strategy,Western Governors University,Construct a strategy that ensures learning products are error free in content and programming.,Quality Management,Quality Management; programming; learning products; content; WGUSID: 1316,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Prof.LS; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; InTASC_3q; InTASC_6o; InTASC_6s; AAQEP_3d; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_4a; ATD.Prof.TDFAAQEP_1a; ISTE_EdLeaders_4b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Quality Management,https://skills.emsidata.com/skills/KS1289C6QS0TSSB4PNGG,
https://osmt.wgu.edu/api/skills/d283cdc5-9cd7-48c5-8314-bae0fb1b725d,Continuous Improvement Tools Selection,Western Governors University,"Select technological tools that help team members find, communicate. and document both errors and corrections for continuous improvement.",Quality Management,"Quality Management; technology tools, team members, continuous improvement, WGUSID: 6215",InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; InTASC_3q; InTASC_6o; InTASC_6s; ISTE_Educators_4a; ATD.Pers.C; ISTE_EdLeaders_4b; ATD.Prof.TDFISTE_Educators_2a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Quality Management,https://skills.emsidata.com/skills/KS1289C6QS0TSSB4PNGG,
https://osmt.wgu.edu/api/skills/78c906d0-56c3-4636-a5ca-b21b51b63d27,Learning Product Quality Determination,Western Governors University,Determine standards of quality for learning products.,Quality Management,"Quality Management; learning products; standards of quality, WGUSID: 2265",ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Pers.CL; ATD.Org.CBP; ATD.Prof.KM; InTASC_3q; InTASC_6o; InTASC_6s; AAQEP_3d; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_3a; ATD.Prof.TDFAAQEP_1a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Quality Management,https://skills.emsidata.com/skills/KS1289C6QS0TSSB4PNGG,
https://osmt.wgu.edu/api/skills/2f9077fc-7642-4225-a896-04df1b9ee96a,Academic Activity Resource Prediction,Western Governors University,Predict the resources that will be needed for academic activities.,Resource Management,Resource Management; Competency-basedEducation:ProgramDesign2019; academic; WGUSID: 5539,ISTE_Educators_7c; InTASC_3a; InTASC_3i; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ISTE.Coach.PLF.5a; InTASC_6o; InTASC_6s; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_2b; ISTE.Coach.CA.1b; ISTE.Coach.PLF.5bAAQEP_3e,,11-0000; 13-0000; 25-0000,11-9000; 13-1000; 25-4000; 25-9000,11-9030; 13-1150; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 13-1151; 25-4022; 25-9031,,,Resource Management,https://skills.emsidata.com/skills/KS4401D6PYRMFQC4HR62,
https://osmt.wgu.edu/api/skills/11543a55-766e-464d-b185-fce057c50097,School Technology Resources Organization,Western Governors University,Organize technology resources within and outside the school.,Resource Management,Resource Management; technology; school; resources; WGUSID: 1125,InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; InTASC_3b; InTASC_3e; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; InTASC_6o; InTASC_6s; ISTE_Educators_3b; ISTE.Coach.DCA.7d; ISTE.Coach.DCA.7c; ISTE.Coach.CA.1b; ISTE.Coach.DCA.7a; ISTE.Coach.DCA.7b; ISTE_Educators_4c; ISTE_Educators_1b; ISTE_Educators_2a; ISTE.Coach.CA.1e; ISTE_EdLeaders_4d; ISTE.Coach.DCA.7dAAQEP_3e,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Resource Management,https://skills.emsidata.com/skills/KS4401D6PYRMFQC4HR62,
https://osmt.wgu.edu/api/skills/9146204e-54a7-41ec-abda-9a5c15806d46,Professional Literature Research,Western Governors University,Research current professional literature and trends.,Self-Directed Learning,Research; Lifelong Learning; Self-Directed Learning; Performance Improvement; Active Learning; Learning Development; literature; professional trends; WGUSID: 4615,InTASC_3i; ATD.Prof.ID; ATD.Prof.TDF; InTASC_3b; InTASC_3e; InTASC_3h; InTASC_3l; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; InTASC_6o; ISTE_Educators_1c; InTASC_6d; ISTE_Educators_1a; ISTE_Educators_1b; ATD.Pers.LL; ISTE_EdLeaders_5c; ISTE.Coach.CL.2bAAQEP_1a,,25-0000,25-4000; 25-9000,25-4020; 25-9030,25-4022; 25-9031,,,Self-Directed Learning,https://skills.emsidata.com/skills/ES2F89D25BA6FFC32FA9,
https://osmt.wgu.edu/api/skills/f07b0f5b-b32b-452d-b24f-e3ec7fb2a043,Determination of Needs Analysis,Western Governors University,Analyze information to determine needs.,Strategic Planning,Strategic Planning; needs; WGUSID: 3534.1,ISTE_Educators_7c; InTASC_3i; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3l; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.PLF.5a; InTASC_6o; InTASC_6d; AAQEP_3e; ISTE.Coach.PLF.5cAAQEP_3d,,25-0000; 33-0000,25-4000; 25-9000; 33-1000,25-4020; 25-9030; 25-9090; 33-1010,25-4022; 25-9031,,,Strategic Planning,https://skills.emsidata.com/skills/KS1219261TYVPMGX8KVQ,
https://osmt.wgu.edu/api/skills/069f8885-9b56-4ccd-a294-9facb8437d62,Determination of Needs Collection,Western Governors University,Collect information to determine needs.,Strategic Planning,Strategic Planning; needs; WGUSID: 3534,ISTE_Educators_7c; InTASC_3i; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3l; InTASC_5d; ISTE.Coach.PLF.5c; ATD.Prof.LS; ISTE.Coach.DDM.6c; ATD.Pers.CL; ATD.Org.CBP; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_EdLeaders_2a; InTASC_6d; ISTE.Coach.CA.1e; AAQEP_3e; ISTE.Coach.PLF.5cAAQEP_3d,,25-0000; 33-0000,25-4000; 25-9000; 33-1000,25-4020; 25-9030; 25-9090; 33-1010,25-4022; 25-9031,,,Strategic Planning,https://skills.emsidata.com/skills/KS1219261TYVPMGX8KVQ,
https://osmt.wgu.edu/api/skills/25c0bbd5-ca01-452c-8cf1-c8b74bef66e7,Conduct User Needs Assessment,Western Governors University,Conduct a user needs assessment.,Strategic Planning,Strategic Planning; Needs assessment; WGUSID: 1257,ISTE_Educators_7c; InTASC_3i; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3l; InTASC_5d; ATD.Pers.CL; ATD.Org.CBP; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_EdLeaders_2a; InTASC_6d; ISTE.Coach.PLF.5aISTE_Educators_7a,,25-0000; 33-0000,25-4000; 25-9000; 33-1000,25-4020; 25-9030; 33-1010,25-4022; 25-9031,,,Strategic Planning,https://skills.emsidata.com/skills/KS1219261TYVPMGX8KVQ,
https://osmt.wgu.edu/api/skills/543f62a8-ef1f-407f-89d5-a32236ecfe3e,Strategic Planning Resources Determination,Western Governors University,Determine resources needed to accomplish the goals of strategic plans.,Strategic Planning,Strategic Planning; goals; resources; WGUSID: 2256,InTASC_3i; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3l; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.CA.1b; InTASC_6d; ISTE_EdLeaders_4b; ISTE.Coach.PLF.5cISTE_Educators_5a,,25-0000; 33-0000,25-4000; 25-9000; 33-1000,25-4020; 25-9030; 25-9090; 33-1010,25-4022; 25-9031,,,Strategic Planning,https://skills.emsidata.com/skills/KS1219261TYVPMGX8KVQ,
https://osmt.wgu.edu/api/skills/d8357442-f46a-4ea0-beb5-a0c1c39b0ad1,Strategies Revision,Western Governors University,Revise strategies as necessary.,Strategic Planning,Strategic Planning; revisions; WGUSID: 3091,ISTE_Educators_7c; InTASC_3i; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3l; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_EdLeaders_3a; InTASC_6d; ISTE_EdLeaders_5c; AAQEP_3e; ISTE.Coach.PLF.5cAAQEP_3d,,25-0000; 33-0000,25-4000; 25-9000; 33-1000,25-4020; 25-9030; 25-9090; 33-1010,25-4022; 25-9031,,,Strategic Planning,https://skills.emsidata.com/skills/KS1219261TYVPMGX8KVQ,
https://osmt.wgu.edu/api/skills/eba89d48-990c-4b03-9ecf-0e41e85cdcf2,Solution Strategy Formulation,Western Governors University,Formulate strategies to include alternate solutions.,Strategic Planning,Strategic Planning; solutions; WGUSID: 3507,InTASC_3i; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3l; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; InTASC_6d; AAQEP_3e; ISTE.Coach.PLF.5bAAQEP_3d,,25-0000; 33-0000,25-4000; 25-9000; 33-1000,25-4020; 25-9030; 25-9090; 33-1010,25-4022; 25-9031,,,Strategic Planning,https://skills.emsidata.com/skills/KS1219261TYVPMGX8KVQ,
https://osmt.wgu.edu/api/skills/3a10790e-446e-471a-ba19-2db933ce4ede,Student Instructional Plan Implementation,Western Governors University,Implement an instructional plan to engage and empower students in learning.,Student Engagement,Student Engagement; instructional plan; WGUSID: 4061; NGT; K-12 Teacher,ISTE_Educators_4d; ISTE_Educators_7c; InTASC_3i; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3l; InTASC_5d; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_2b; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.LD.4c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_4a; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; InTASC_5b,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Student Engagement,https://skills.emsidata.com/skills/KS441136MW75GNS0NQW9,
https://osmt.wgu.edu/api/skills/8f3900ac-58ee-485c-8098-8825a402ef3a,Student Ownership Plan Development,Western Governors University,Develop a plan to increase student ownership in their learning processes.,Student-Centered Learning,Student-Centered Learning; Learning; Ownership; student; WGUSID: 2353,ISTE_Educators_4d; ISTE_Educators_7c; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3e; InTASC_3l; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_2b; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; ISTE_EdLeaders_3c; InTASC_3p; InTASC_8c,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Student-Centered Learning,https://skills.emsidata.com/skills/KS441136FKYNP8XFVLZ1,
